转债代码,低点日期,反弹日期,时长,击穿次数,最大收益
113545.SH,2021-05-24 09:45:00,2021-05-24 10:00:00,0 days 00:15:00,4,5.974499089253182
113545.SH,2021-05-25 09:45:00,2021-05-25 10:00:00,0 days 00:15:00,2,2.6877517888280966
113545.SH,2021-05-25 13:15:00,2021-05-25 13:15:00,0 days 00:00:00,2,6.723163841807911
113545.SH,2021-05-26 09:45:00,2021-05-26 10:30:00,0 days 00:45:00,3,4.37636761487965
113545.SH,2021-05-26 13:45:00,2021-05-26 13:45:00,0 days 00:00:00,2,5.6120442671760085
113545.SH,2021-05-26 14:15:00,2021-05-27 09:45:00,0 days 19:30:00,2,3.8361581920903998
113545.SH,2021-05-27 11:30:00,2021-05-27 14:00:00,0 days 02:30:00,2,1.7797552836484876
113545.SH,2021-05-31 09:45:00,2021-05-31 10:00:00,0 days 00:15:00,2,1.7734806629834399
113545.SH,2021-06-02 10:00:00,2021-06-02 10:00:00,0 days 00:00:00,2,5.85706609349812
113545.SH,2021-06-02 10:15:00,2021-06-02 10:30:00,0 days 00:15:00,2,2.515350640956604
113545.SH,2021-06-02 14:45:00,2021-06-02 15:00:00,0 days 00:15:00,2,1.3247155600662364
113545.SH,2021-06-04 13:15:00,2021-06-07 10:00:00,2 days 20:45:00,2,4.201680672268915
113545.SH,2021-06-15 10:00:00,2021-06-15 10:30:00,0 days 00:30:00,2,1.3777944566557565
113545.SH,2021-06-22 10:00:00,2021-06-22 14:30:00,0 days 04:30:00,5,4.8061732895856135
113545.SH,2021-06-23 10:15:00,2021-06-23 11:15:00,0 days 01:00:00,2,1.0682740510861821
113545.SH,2021-06-24 13:45:00,2021-06-24 14:15:00,0 days 00:30:00,2,1.056317132514395
113545.SH,2021-07-02 14:00:00,2021-07-05 10:00:00,2 days 20:00:00,2,2.513497300539891
113545.SH,2021-07-06 14:15:00,2021-07-06 14:45:00,0 days 00:30:00,2,1.1665972263555702
113545.SH,2021-07-08 13:15:00,2021-07-08 14:15:00,0 days 01:00:00,3,1.745254133496621
113545.SH,2021-07-09 10:00:00,2021-07-09 10:15:00,0 days 00:15:00,2,2.053811099319547
113545.SH,2021-07-20 11:00:00,2021-07-22 14:00:00,2 days 03:00:00,3,3.219720024345696
113545.SH,2021-07-28 15:00:00,2021-07-29 09:45:00,0 days 18:45:00,6,7.091377091377082
113545.SH,2021-07-29 10:45:00,2021-07-29 11:00:00,0 days 00:15:00,2,1.0337189269012947
113545.SH,2021-07-30 09:45:00,2021-07-30 09:45:00,0 days 00:00:00,2,2.3738872403560762
113545.SH,2021-08-16 09:45:00,2021-08-16 09:45:00,0 days 00:00:00,2,5.639836701779144
113545.SH,2021-08-16 10:00:00,2021-08-16 10:15:00,0 days 00:15:00,2,1.7676767676767735
113545.SH,2021-08-17 09:45:00,2021-08-17 09:45:00,0 days 00:00:00,3,10.735500072439287
113545.SH,2021-08-17 15:00:00,2021-08-18 09:45:00,0 days 18:45:00,5,7.118357870297087
113545.SH,2021-08-18 10:30:00,2021-08-18 10:45:00,0 days 00:15:00,2,4.647302904564299
113545.SH,2021-08-18 14:00:00,2021-08-18 15:00:00,0 days 01:00:00,2,2.1821978595666813
113545.SH,2021-08-19 10:30:00,2021-08-19 13:30:00,0 days 03:00:00,2,2.646833643224311
113545.SH,2021-08-20 10:00:00,2021-08-20 10:15:00,0 days 00:15:00,2,1.6368893937829254
113545.SH,2021-08-20 14:15:00,2021-08-23 09:45:00,2 days 19:30:00,2,5.933804870147386
113545.SH,2021-08-24 11:30:00,2021-08-24 13:30:00,0 days 02:00:00,2,2.104548540393747
113545.SH,2021-09-01 11:00:00,2021-09-01 11:30:00,0 days 00:30:00,2,3.5209457722950477
113545.SH,2021-09-09 10:45:00,2021-09-09 10:45:00,0 days 00:00:00,2,6.032588795313076
113545.SH,2021-09-09 14:30:00,2021-09-09 15:00:00,0 days 00:30:00,2,3.4233231283050447
113545.SH,2021-09-13 10:15:00,2021-09-13 10:30:00,0 days 00:15:00,2,4.067566255703325
113545.SH,2021-09-15 10:45:00,2021-09-15 11:30:00,0 days 00:45:00,2,2.886824493057638
113545.SH,2021-09-16 11:30:00,2021-09-16 13:45:00,0 days 02:15:00,2,3.6462530217566513
113545.SH,2021-09-17 13:30:00,2021-09-17 14:30:00,0 days 01:00:00,2,1.9923675472071967
113545.SH,2021-09-22 10:00:00,2021-09-22 10:00:00,0 days 00:00:00,2,3.3189676524495892
113545.SH,2021-10-13 11:00:00,2021-10-19 10:30:00,5 days 23:30:00,10,11.65730337078652
113545.SH,2021-10-20 10:00:00,2021-10-20 10:15:00,0 days 00:15:00,2,4.734654538883198
113545.SH,2021-10-22 10:45:00,2021-10-22 13:45:00,0 days 03:00:00,2,3.302806499261446
113545.SH,2021-10-28 11:00:00,2021-10-29 10:00:00,0 days 23:00:00,8,5.95399188092014
113545.SH,2021-10-29 11:30:00,2021-10-29 13:30:00,0 days 02:00:00,2,0.8917448036194431
113545.SH,2021-11-01 10:00:00,2021-11-01 10:00:00,0 days 00:00:00,2,1.0774722369116807
113545.SH,2021-11-01 10:45:00,2021-11-01 10:45:00,0 days 00:00:00,2,3.1202785259147436
113545.SH,2021-11-01 13:45:00,2021-11-01 13:45:00,0 days 00:00:00,2,2.727836329820188
113545.SH,2021-11-02 10:00:00,2021-11-02 10:15:00,0 days 00:15:00,2,1.6114818078811322
113545.SH,2021-11-02 14:45:00,2021-11-03 09:45:00,0 days 19:00:00,3,3.913158242048298
113545.SH,2021-11-03 11:30:00,2021-11-03 11:30:00,0 days 00:00:00,2,2.571374550954819
113545.SH,2021-11-03 13:15:00,2021-11-03 13:30:00,0 days 00:15:00,2,1.7968602231889452
113545.SH,2021-11-05 13:30:00,2021-11-08 09:45:00,2 days 20:15:00,2,3.063016193015522
113545.SH,2021-11-10 10:00:00,2021-11-11 09:45:00,0 days 23:45:00,3,3.717105263157894
113545.SH,2021-11-17 10:00:00,2021-11-17 10:15:00,0 days 00:15:00,2,1.811450482612731
113545.SH,2021-11-17 14:00:00,2021-11-17 14:00:00,0 days 00:00:00,2,5.899838449111461
113545.SH,2021-11-17 14:15:00,2021-11-17 14:15:00,0 days 00:00:00,2,1.3107660982438318
113545.SH,2021-11-18 09:45:00,2021-11-18 09:45:00,0 days 00:00:00,2,3.618461538461526
113545.SH,2021-11-18 10:00:00,2021-11-18 10:00:00,0 days 00:00:00,4,13.021814425472456
113545.SH,2021-11-18 10:15:00,2021-11-18 10:15:00,0 days 00:00:00,2,3.8967971530249113
113545.SH,2021-11-18 10:30:00,2021-11-18 10:45:00,0 days 00:15:00,2,3.4491003646362595
113545.SH,2021-11-19 09:45:00,2021-11-19 13:45:00,0 days 04:00:00,4,4.796402697976521
113545.SH,2021-11-22 09:45:00,2021-11-22 09:45:00,0 days 00:00:00,2,3.906899418121368
113545.SH,2021-11-23 15:00:00,2021-11-24 10:15:00,0 days 19:15:00,4,3.1259671928195454
113545.SH,2021-11-25 10:00:00,2021-11-25 10:00:00,0 days 00:00:00,2,1.666865814314722
113545.SH,2021-11-25 13:45:00,2021-11-25 14:45:00,0 days 01:00:00,2,1.0162357185808713
113545.SH,2021-11-29 09:45:00,2021-11-29 10:00:00,0 days 00:15:00,2,0.8814589665653516
113545.SH,2021-11-30 11:30:00,2021-11-30 13:15:00,0 days 01:45:00,2,1.1042507717881733
113549.SH,2021-09-22 09:45:00,2021-09-22 13:15:00,0 days 03:30:00,2,3.222222222222215
113549.SH,2021-09-24 10:00:00,2021-09-24 11:00:00,0 days 01:00:00,2,5.739890386609381
113549.SH,2021-09-27 15:00:00,2021-09-28 09:45:00,0 days 18:45:00,3,4.353243516860061
113549.SH,2021-09-29 11:15:00,2021-09-29 11:30:00,0 days 00:15:00,2,1.454823889739676
113549.SH,2021-10-14 09:45:00,2021-10-15 13:15:00,1 days 03:30:00,5,5.692254375324901
113549.SH,2021-10-28 10:45:00,2021-10-28 11:30:00,0 days 00:45:00,2,2.602854743912686
113549.SH,2021-11-15 09:45:00,2021-11-15 09:45:00,0 days 00:00:00,2,6.899825921823077
113549.SH,2021-11-15 11:30:00,2021-11-16 09:45:00,0 days 22:15:00,2,3.4375486078705775
113549.SH,2021-11-24 10:45:00,2021-11-24 14:00:00,0 days 03:15:00,2,2.549597641622192
113549.SH,2021-11-25 11:00:00,2021-11-25 11:00:00,0 days 00:00:00,2,5.0455554704846195
113549.SH,2021-11-25 11:30:00,2021-11-25 11:30:00,0 days 00:00:00,2,4.330266995737042
113549.SH,2021-11-26 09:45:00,2021-11-26 10:30:00,0 days 00:45:00,2,3.198438321195285
113549.SH,2021-11-30 14:15:00,2021-11-30 14:45:00,0 days 00:30:00,2,1.5256998963116608
113550.SH,2021-12-02 10:00:00,2021-12-02 10:15:00,0 days 00:15:00,2,5.697604187638405
113568.SH,2021-11-08 09:45:00,2021-11-09 09:45:00,1 days 00:00:00,5,13.944100965714568
113568.SH,2021-11-11 09:45:00,2021-11-11 10:00:00,0 days 00:15:00,2,3.637632051026496
113568.SH,2021-11-12 13:15:00,2021-11-12 13:45:00,0 days 00:30:00,2,1.9061728395061817
113568.SH,2021-11-16 10:30:00,2021-11-16 11:15:00,0 days 00:45:00,2,2.817622950819665
113568.SH,2021-11-18 14:30:00,2021-11-19 10:00:00,0 days 19:30:00,2,4.730337610682334
113568.SH,2021-11-23 14:30:00,2021-11-24 09:45:00,0 days 19:15:00,2,3.894347786892638
113576.SH,2021-10-29 15:00:00,2021-11-01 09:45:00,2 days 18:45:00,7,41.83107555232295
113576.SH,2021-11-01 10:00:00,2021-11-01 10:15:00,0 days 00:15:00,3,7.090643274853803
113576.SH,2021-11-01 14:30:00,2021-11-01 14:30:00,0 days 00:00:00,2,8.275862068965512
113576.SH,2021-11-01 14:45:00,2021-11-01 14:45:00,0 days 00:00:00,2,6.23991393222163
113576.SH,2021-11-02 09:45:00,2021-11-02 10:00:00,0 days 00:15:00,4,13.645669291338592
113576.SH,2021-11-02 13:45:00,2021-11-02 14:15:00,0 days 00:30:00,2,4.732824427480908
113576.SH,2021-11-03 14:30:00,2021-11-03 14:45:00,0 days 00:15:00,2,2.3512402982803327
113576.SH,2021-11-04 09:45:00,2021-11-04 09:45:00,0 days 00:00:00,2,4.149253731343294
113576.SH,2021-11-04 10:15:00,2021-11-04 10:30:00,0 days 00:15:00,2,2.094397486723021
113576.SH,2021-11-08 09:45:00,2021-11-08 10:00:00,0 days 00:15:00,3,5.127819548872181
113576.SH,2021-11-09 10:15:00,2021-11-09 10:15:00,0 days 00:00:00,3,10.42408764029843
113576.SH,2021-11-10 11:00:00,2021-11-10 13:30:00,0 days 02:30:00,2,10.581323438466296
113576.SH,2021-11-11 14:00:00,2021-11-11 14:15:00,0 days 00:15:00,2,9.689119170984451
113576.SH,2021-11-15 10:00:00,2021-11-15 13:15:00,0 days 03:15:00,3,8.145695364238414
113576.SH,2021-11-26 10:00:00,2021-11-26 13:15:00,0 days 03:15:00,3,11.793440334961591
113576.SH,2021-11-29 09:45:00,2021-11-29 13:15:00,0 days 03:30:00,2,3.208191126279858
113576.SH,2021-12-02 09:45:00,2021-12-02 09:45:00,0 days 00:00:00,2,7.1341874578556785
113595.SH,2021-10-29 09:45:00,2021-10-29 10:15:00,0 days 00:30:00,7,13.015463917525793
113595.SH,2021-10-29 10:45:00,2021-10-29 11:00:00,0 days 00:15:00,3,4.327931363203041
113595.SH,2021-10-29 11:15:00,2021-10-29 11:15:00,0 days 00:00:00,2,1.1640011356108593
113595.SH,2021-10-29 14:00:00,2021-10-29 14:15:00,0 days 00:15:00,3,2.388740212112195
113595.SH,2021-10-29 15:00:00,2021-11-01 09:45:00,2 days 18:45:00,2,4.666666666666663
113595.SH,2021-11-01 10:00:00,2021-11-01 10:15:00,0 days 00:15:00,2,1.974160206718345
113595.SH,2021-11-08 10:45:00,2021-11-08 10:45:00,0 days 00:00:00,2,5.222672064777334
113595.SH,2021-11-08 11:00:00,2021-11-08 13:15:00,0 days 02:15:00,2,2.956769983686791
113595.SH,2021-11-08 13:30:00,2021-11-08 13:30:00,0 days 00:00:00,2,2.6117528879959995
113595.SH,2021-11-08 13:45:00,2021-11-08 13:45:00,0 days 00:00:00,2,1.42170604725671
113595.SH,2021-11-08 14:30:00,2021-11-08 14:30:00,0 days 00:00:00,2,2.913306451612896
113595.SH,2021-11-08 14:45:00,2021-11-08 14:45:00,0 days 00:00:00,4,8.118811881188126
113595.SH,2021-11-09 10:00:00,2021-11-09 10:15:00,0 days 00:15:00,5,8.881943744329067
113595.SH,2021-11-09 10:45:00,2021-11-09 11:00:00,0 days 00:15:00,2,4.050088045392286
113595.SH,2021-11-09 11:15:00,2021-11-09 11:15:00,0 days 00:00:00,2,4.684512428298282
113595.SH,2021-11-09 11:30:00,2021-11-09 11:30:00,0 days 00:00:00,2,3.1888720666161996
113595.SH,2021-11-09 14:00:00,2021-11-09 14:15:00,0 days 00:15:00,2,1.73371647509577
113595.SH,2021-11-09 14:45:00,2021-11-09 15:00:00,0 days 00:15:00,2,1.650419843644424
113595.SH,2021-11-10 09:45:00,2021-11-10 09:45:00,0 days 00:00:00,3,7.86655293337124
113595.SH,2021-11-10 10:00:00,2021-11-10 10:00:00,0 days 00:00:00,2,2.5418245678898277
113595.SH,2021-11-10 11:00:00,2021-11-10 11:00:00,0 days 00:00:00,2,6.300738007380069
113595.SH,2021-11-10 11:15:00,2021-11-10 11:15:00,0 days 00:00:00,2,3.7527593818984517
113595.SH,2021-11-10 14:45:00,2021-11-10 15:00:00,0 days 00:15:00,2,3.0006584516978574
113595.SH,2021-11-11 13:15:00,2021-11-11 13:15:00,0 days 00:00:00,2,10.198675496688736
113595.SH,2021-11-11 14:15:00,2021-11-11 14:30:00,0 days 00:15:00,2,4.967002431399781
113595.SH,2021-11-12 09:45:00,2021-11-12 10:00:00,0 days 00:15:00,2,2.5237970482927308
113595.SH,2021-11-19 10:15:00,2021-11-19 11:15:00,0 days 01:00:00,4,4.2659856223987935
113595.SH,2021-11-29 15:00:00,2021-11-30 09:45:00,0 days 18:45:00,2,1.5343815116499293
113595.SH,2021-11-30 11:15:00,2021-11-30 11:15:00,0 days 00:00:00,2,3.089160192378837
113595.SH,2021-11-30 11:30:00,2021-11-30 11:30:00,0 days 00:00:00,2,2.134285976000738
113595.SH,2021-11-30 14:15:00,2021-12-01 09:45:00,0 days 19:30:00,2,1.3389121338912124
113600.SH,2021-10-25 09:45:00,2021-10-25 10:00:00,0 days 00:15:00,2,4.212467200907732
113600.SH,2021-10-28 10:45:00,2021-10-29 09:45:00,0 days 23:00:00,2,4.18978102189782
113600.SH,2021-10-29 11:30:00,2021-10-29 14:45:00,0 days 03:15:00,2,3.2584269662921272
113600.SH,2021-11-02 14:15:00,2021-11-03 09:45:00,0 days 19:30:00,2,2.997694081475788
113600.SH,2021-11-08 13:15:00,2021-11-09 14:15:00,1 days 01:00:00,2,2.882733704651508
113600.SH,2021-11-19 09:45:00,2021-11-19 09:45:00,0 days 00:00:00,2,7.258470613624923
113600.SH,2021-11-19 10:00:00,2021-11-19 10:15:00,0 days 00:15:00,2,2.848981983301613
113600.SH,2021-11-30 14:15:00,2021-12-02 10:00:00,1 days 19:45:00,2,4.946419700518057
113615.SH,2021-09-29 11:30:00,2021-10-08 09:45:00,8 days 22:15:00,8,15.63699393339113
113615.SH,2021-10-08 10:15:00,2021-10-08 10:30:00,0 days 00:15:00,2,2.484687391656082
113615.SH,2021-10-12 10:00:00,2021-10-12 10:30:00,0 days 00:30:00,3,2.4946415813288825
113615.SH,2021-10-12 13:15:00,2021-10-12 13:45:00,0 days 00:30:00,2,2.1287067798695825
113615.SH,2021-10-13 10:00:00,2021-10-13 10:00:00,0 days 00:00:00,2,1.9240136385776818
113615.SH,2021-10-20 14:45:00,2021-10-21 09:45:00,0 days 19:00:00,2,3.236098450319047
113615.SH,2021-10-22 09:45:00,2021-10-22 10:00:00,0 days 00:15:00,2,2.0786516853932513
113615.SH,2021-10-25 09:45:00,2021-10-25 10:00:00,0 days 00:15:00,2,2.160050554374693
113615.SH,2021-10-27 09:45:00,2021-10-27 09:45:00,0 days 00:00:00,2,2.4290837952396505
113615.SH,2021-10-27 11:00:00,2021-10-27 11:15:00,0 days 00:15:00,2,1.6906873614190632
113615.SH,2021-10-28 15:00:00,2021-10-29 09:45:00,0 days 18:45:00,3,3.23469088778201
113615.SH,2021-11-01 10:15:00,2021-11-01 11:00:00,0 days 00:45:00,2,2.1841240018788177
113615.SH,2021-11-08 09:45:00,2021-11-08 15:00:00,0 days 05:15:00,5,6.194222251603088
113615.SH,2021-11-12 09:45:00,2021-11-12 09:45:00,0 days 00:00:00,2,3.1112170699725716
113615.SH,2021-11-15 11:15:00,2021-11-15 13:45:00,0 days 02:30:00,2,2.7231840305588007
113615.SH,2021-11-25 13:45:00,2021-11-25 13:45:00,0 days 00:00:00,2,1.6627596358283814
113615.SH,2021-11-29 09:45:00,2021-11-29 10:00:00,0 days 00:15:00,2,3.0581039755351647
113615.SH,2021-11-30 15:00:00,2021-12-01 09:45:00,0 days 18:45:00,2,2.392240204893481
113615.SH,2021-12-02 10:30:00,2021-12-02 11:00:00,0 days 00:30:00,2,1.4016143106457157
113619.SH,2021-11-29 09:45:00,2021-11-29 11:00:00,0 days 01:15:00,3,5.504938366128176
113621.SH,2021-11-18 10:30:00,2021-11-22 10:00:00,3 days 23:30:00,4,7.370622059592269
113621.SH,2021-11-23 14:00:00,2021-11-23 14:45:00,0 days 00:45:00,2,2.006937561942501
113621.SH,2021-11-25 09:45:00,2021-11-25 10:15:00,0 days 00:30:00,3,2.515024493712459
113621.SH,2021-11-25 13:45:00,2021-11-25 14:15:00,0 days 00:30:00,2,1.382488479262678
113621.SH,2021-11-29 10:00:00,2021-11-29 10:30:00,0 days 00:30:00,2,2.292519148043226
118000.SH,2021-10-29 10:00:00,2021-10-29 10:30:00,0 days 00:30:00,2,4.833180435517348
118000.SH,2021-11-02 14:30:00,2021-11-03 10:00:00,0 days 19:30:00,4,3.935947321161315
118000.SH,2021-11-03 10:15:00,2021-11-03 10:30:00,0 days 00:15:00,2,2.531519409976579
118000.SH,2021-11-05 14:15:00,2021-11-08 14:45:00,3 days 00:30:00,5,5.936473165388834
118000.SH,2021-11-09 13:15:00,2021-11-09 13:45:00,0 days 00:30:00,2,1.3259668508287303
118000.SH,2021-11-11 14:00:00,2021-11-11 14:30:00,0 days 00:30:00,2,1.510101010101006
118000.SH,2021-11-16 10:00:00,2021-11-16 10:15:00,0 days 00:15:00,2,3.3012820512820618
118000.SH,2021-11-23 15:00:00,2021-11-24 09:45:00,0 days 18:45:00,2,3.4401646574536926
118000.SH,2021-11-25 09:45:00,2021-11-25 10:00:00,0 days 00:15:00,2,1.870170776120883
118000.SH,2021-11-25 10:30:00,2021-11-25 10:45:00,0 days 00:15:00,2,0.9040265832681804
118000.SH,2021-11-25 14:30:00,2021-11-25 14:45:00,0 days 00:15:00,2,1.5159070509624062
118000.SH,2021-11-26 13:15:00,2021-11-26 13:45:00,0 days 00:30:00,2,1.4622140720007781
118002.SH,2021-11-26 11:30:00,2021-11-29 10:00:00,2 days 22:30:00,4,4.550344914878801
123011.SZ,2021-12-01 09:45:00,2021-12-01 10:30:00,0 days 00:45:00,2,7.273015369988922
123027.SZ,2021-05-20 09:45:00,2021-05-20 10:00:00,0 days 00:15:00,2,4.760367454068248
123027.SZ,2021-05-20 15:00:00,2021-05-21 09:45:00,0 days 18:45:00,4,5.917904671131113
123027.SZ,2021-05-21 10:15:00,2021-05-21 10:30:00,0 days 00:15:00,2,2.6954929577464926
123027.SZ,2021-05-21 11:30:00,2021-05-21 11:30:00,0 days 00:00:00,2,3.915144857888242
123027.SZ,2021-05-21 14:30:00,2021-05-24 09:45:00,2 days 19:15:00,3,4.829261363636372
123027.SZ,2021-05-24 14:00:00,2021-05-24 14:30:00,0 days 00:30:00,2,1.656764168190139
123027.SZ,2021-06-03 10:00:00,2021-06-03 10:45:00,0 days 00:45:00,2,4.117337461300297
123027.SZ,2021-06-08 11:00:00,2021-06-09 09:45:00,0 days 22:45:00,2,3.582664526484769
123027.SZ,2021-06-15 14:45:00,2021-06-15 15:00:00,0 days 00:15:00,2,3.296703296703307
123027.SZ,2021-06-23 09:45:00,2021-06-23 09:45:00,0 days 00:00:00,2,17.963876090744545
123027.SZ,2021-06-25 14:45:00,2021-06-28 10:30:00,2 days 19:45:00,3,6.458098761460507
123027.SZ,2021-07-01 09:45:00,2021-07-01 09:45:00,0 days 00:00:00,2,11.499395405078584
123027.SZ,2021-07-01 10:00:00,2021-07-01 10:00:00,0 days 00:00:00,2,3.7222810380840743
123027.SZ,2021-07-06 14:30:00,2021-07-07 10:00:00,0 days 19:30:00,2,8.260056039558815
123027.SZ,2021-07-20 10:45:00,2021-07-21 10:15:00,0 days 23:30:00,2,7.071997432740584
123027.SZ,2021-07-22 11:15:00,2021-07-22 13:30:00,0 days 02:15:00,2,7.660724187972678
123027.SZ,2021-07-22 13:45:00,2021-07-22 13:45:00,0 days 00:00:00,2,7.34900659662292
123027.SZ,2021-07-22 14:00:00,2021-07-22 14:00:00,0 days 00:00:00,2,5.8786982248520525
123027.SZ,2021-07-22 14:30:00,2021-07-22 14:45:00,0 days 00:15:00,3,3.671150175345139
123027.SZ,2021-07-23 10:00:00,2021-07-23 10:00:00,0 days 00:00:00,2,2.2473963091540483
123027.SZ,2021-07-23 14:45:00,2021-07-26 09:45:00,2 days 19:00:00,3,4.582130901535275
123027.SZ,2021-07-28 10:00:00,2021-07-28 10:30:00,0 days 00:30:00,2,4.917252091869662
123027.SZ,2021-08-02 09:45:00,2021-08-02 09:45:00,0 days 00:00:00,3,11.243749821423465
123027.SZ,2021-08-03 14:45:00,2021-08-04 13:15:00,0 days 22:30:00,4,6.202268344897743
123027.SZ,2021-08-09 10:00:00,2021-08-09 13:30:00,0 days 03:30:00,2,3.3863678573639477
123027.SZ,2021-08-13 10:15:00,2021-08-13 10:15:00,0 days 00:00:00,3,10.356936946380824
123027.SZ,2021-08-13 10:30:00,2021-08-13 10:30:00,0 days 00:00:00,2,5.702783578394444
123027.SZ,2021-08-17 14:15:00,2021-08-19 11:15:00,1 days 21:00:00,4,6.8046352606577765
123027.SZ,2021-08-25 09:45:00,2021-08-25 09:45:00,0 days 00:00:00,2,8.90091175550587
123027.SZ,2021-08-25 13:15:00,2021-08-25 13:15:00,0 days 00:00:00,2,7.787394957983196
123027.SZ,2021-08-26 10:15:00,2021-08-26 10:30:00,0 days 00:15:00,3,3.7695374800637893
123027.SZ,2021-08-27 11:15:00,2021-08-27 11:30:00,0 days 00:15:00,2,2.0131936572107545
123027.SZ,2021-08-30 14:00:00,2021-08-30 14:45:00,0 days 00:45:00,2,1.8584448874964465
123027.SZ,2021-09-01 10:00:00,2021-09-01 10:00:00,0 days 00:00:00,2,2.2746165506674743
123027.SZ,2021-09-01 10:45:00,2021-09-01 11:00:00,0 days 00:15:00,2,3.010811907591515
123027.SZ,2021-09-10 10:00:00,2021-09-10 14:00:00,0 days 04:00:00,2,3.941313868613139
123027.SZ,2021-09-29 15:00:00,2021-09-30 09:45:00,0 days 18:45:00,4,18.34749561055835
123027.SZ,2021-10-11 09:45:00,2021-10-11 10:00:00,0 days 00:15:00,2,4.340884797075972
123027.SZ,2021-10-28 14:45:00,2021-11-02 10:00:00,4 days 19:15:00,3,5.834343539112785
123027.SZ,2021-11-04 10:30:00,2021-11-05 10:00:00,0 days 23:30:00,2,3.615811739820196
123027.SZ,2021-11-08 11:00:00,2021-11-08 13:15:00,0 days 02:15:00,2,4.890033810980521
123027.SZ,2021-11-10 13:30:00,2021-11-11 10:00:00,0 days 20:30:00,2,2.0295570299102783
123027.SZ,2021-11-16 15:00:00,2021-11-17 09:45:00,0 days 18:45:00,2,10.242739344968022
123027.SZ,2021-11-18 13:30:00,2021-11-18 13:30:00,0 days 00:00:00,2,5.7202486479208225
123027.SZ,2021-11-18 13:45:00,2021-11-18 13:45:00,0 days 00:00:00,2,6.086368412815535
123027.SZ,2021-11-18 14:00:00,2021-11-18 14:45:00,0 days 00:45:00,3,5.508411193445939
123027.SZ,2021-11-19 14:15:00,2021-11-19 14:30:00,0 days 00:15:00,2,2.195790868206071
123027.SZ,2021-11-22 10:15:00,2021-11-22 10:30:00,0 days 00:15:00,2,1.988012613146961
123027.SZ,2021-11-22 14:30:00,2021-11-22 14:45:00,0 days 00:15:00,2,1.1775494123234864
123027.SZ,2021-11-26 09:45:00,2021-11-26 09:45:00,0 days 00:00:00,3,10.796582138919518
123027.SZ,2021-11-26 10:15:00,2021-11-26 10:15:00,0 days 00:00:00,2,6.897482201050287
123027.SZ,2021-11-29 09:45:00,2021-11-29 10:00:00,0 days 00:15:00,4,5.973633617138141
123027.SZ,2021-12-02 09:45:00,2021-12-02 14:15:00,0 days 04:30:00,3,3.374007542813362
123031.SZ,2021-08-03 14:30:00,2021-08-04 09:45:00,0 days 19:15:00,2,10.38711699710053
123031.SZ,2021-08-09 10:30:00,2021-08-10 09:45:00,0 days 23:15:00,3,8.81121495327102
123031.SZ,2021-08-10 14:15:00,2021-08-10 14:45:00,0 days 00:30:00,2,2.77043895581357
123031.SZ,2021-08-12 09:45:00,2021-08-12 09:45:00,0 days 00:00:00,2,7.905453257790396
123031.SZ,2021-08-16 10:00:00,2021-08-16 10:15:00,0 days 00:15:00,2,5.890379113018596
123031.SZ,2021-08-19 10:30:00,2021-08-19 11:30:00,0 days 01:00:00,2,3.978605126577728
123031.SZ,2021-08-24 09:45:00,2021-08-24 10:00:00,0 days 00:15:00,2,1.576624384245462
123031.SZ,2021-08-27 09:45:00,2021-08-27 11:15:00,0 days 01:30:00,2,3.0971979000887995
123031.SZ,2021-09-02 11:15:00,2021-09-03 10:15:00,0 days 23:00:00,2,5.79942040985304
123031.SZ,2021-09-10 10:45:00,2021-09-10 10:45:00,0 days 00:00:00,2,12.328378913991278
123031.SZ,2021-10-13 10:15:00,2021-10-22 10:00:00,8 days 23:45:00,7,18.721461187214604
123031.SZ,2021-11-01 10:15:00,2021-11-02 10:15:00,1 days 00:00:00,2,4.955795428892618
123031.SZ,2021-11-08 10:00:00,2021-11-08 13:45:00,0 days 03:45:00,2,3.6528455228620915
123031.SZ,2021-11-11 13:15:00,2021-11-11 13:15:00,0 days 00:00:00,2,12.205686294618356
123031.SZ,2021-11-22 09:45:00,2021-11-22 10:15:00,0 days 00:30:00,2,5.240112419046072
123034.SZ,2021-08-17 09:45:00,2021-08-17 10:00:00,0 days 00:15:00,2,4.037368547660325
123034.SZ,2021-08-17 10:15:00,2021-08-17 10:30:00,0 days 00:15:00,2,3.9888648767444357
123034.SZ,2021-08-17 10:45:00,2021-08-17 10:45:00,0 days 00:00:00,2,1.957289595878331
123034.SZ,2021-08-17 13:45:00,2021-08-17 13:45:00,0 days 00:00:00,2,4.098830812298648
123034.SZ,2021-08-17 14:15:00,2021-08-17 14:30:00,0 days 00:15:00,2,3.0830372953338125
123034.SZ,2021-08-19 10:45:00,2021-08-19 15:00:00,0 days 04:15:00,3,6.4529387587340725
123034.SZ,2021-09-02 09:45:00,2021-09-02 13:30:00,0 days 03:45:00,3,6.210939241296298
123034.SZ,2021-09-03 11:15:00,2021-09-03 14:45:00,0 days 03:30:00,2,2.203175892171494
123034.SZ,2021-09-10 09:45:00,2021-09-10 09:45:00,0 days 00:00:00,2,15.40425531914893
123034.SZ,2021-09-10 10:30:00,2021-09-10 10:30:00,0 days 00:00:00,2,3.013997866713436
123034.SZ,2021-09-10 13:15:00,2021-09-10 13:45:00,0 days 00:30:00,2,6.398608002378925
123034.SZ,2021-09-14 10:00:00,2021-09-15 13:30:00,1 days 03:30:00,2,6.990622335890873
